"name","authors","year","base","booktitle","doi"
"SARATHI: Characterization study on regression bugs and identification of regression bug inducing changes: A case-study on Google Chromium Project","Khattar, Manisha and Lamba, Yash and Sureka, Ashish",2015,"[""ACM"",""Engineering Village""]",,
"Transforming programs and tests in tandem for fault localization","Li, Xia and Zhang, Lingming",2017,"[""ACM"",""Engineering Village""]",,
"SARAH 3.2: Dirac gauginos, UFO output, and more","Staub, Florian",2013,"[""Science Direct"",""Engineering Village""]",,
"2018 IEEE 1st International Workshop on Mining and Analyzing Interaction Histories, MAINT 2018 - Proceedings",,2018,"[""Engineering Village""]",,
"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS",,2018,"[""Engineering Village""]",,
"A basic model for proactive event-driven computing","Engel, Yagil and Etzion, Opher and Feldman, Zohar",2012,"[""ACM"",""Engineering Village""]",,
"11th International Andrei Ershov Memorial Conference on Perspectives of System Informatics, PSI 2017",,2018,"[""Engineering Village""]",,
"Towards a refactoring catalogue for knowledge discovery metamodel","Durelli, Rafael S. and Santibanez, Daniel S.M. and Delamaro, Marcio E. and De Camargo, Valter Vieira",2014,"[""IEEE"",""Engineering Village""]",,
"Optimizing irregular applications for energy and performance on the tilera many-core architecture","Chavarria-Miranda, Daniel and Panyala, Ajay and Halappanavar, Mahantesh and Manzano, Joseph B. and Tumeo, Antonino",2015,"[""ACM"",""Engineering Village""]",,
"A Design Methodology for Developing Resilient Cloud Services","Tunc, Cihan and Hariri, Salim and Battou, Abdella",2016,"[""Engineering Village""]",,
"Vigiles: Fine-grained access control for MapReduce systems","Ulusoy, Huseyin and Kantarcioglu, Murat and Pattuk, Erman and Hamlen, Kevin",2014,"[""IEEE"",""Engineering Village""]",,
"Preventing erosion of architectural tactics through their strategic implementation, preservation, and visualization","Mirakhorli, Mehdi",2013,"[""IEEE"",""Engineering Village""]",,
"Improving the user experience of the rCUDA remote GPU virtualization framework","Reano, Carlos and Silla, Federico and Castello, Adrian and Pena, Antonio J. and Mayo, Rafael and Quintana-Orti, Enrique S. and Duato, Jose",2015,"[""Engineering Village""]",,
"Beyond precision and recall: Understanding uses (and Misuses) of similarity hashes in binary analysis","Pagani, Fabio and DellAmico, Matteo and Balzarotti, Davide",2018,"[""ACM"",""Engineering Village""]",,
"Heterogeneous Face Recognition Using Domain Specific Units","Pereira, Tiago de Freitas and Anjos, Andre and Marcel, Sebastien",2018,"[""IEEE"",""Engineering Village""]",,
"Sensor fault identification based on Error-Correcting Output Codes method","Zhou, Rui and Chen, Jie and Deng, Fang",2015,"[""Engineering Village""]",,
"Towards indicators of instabilities in software product lines: An empirical evaluation of metrics","Cafeo, Bruno B. P. and Dantas, Francisco and Cirilo, Elder J. R. and Garcia, Alessandro",2013,"[""IEEE"",""Engineering Village""]",,
"Evolution analysis for Accessibility Excessiveness in Java","Kobori, Kazuo and Matsushita, Makoto and Inoue, Katsuro",2015,"[""IEEE"",""Engineering Village""]",,
"Residential energy efficiency standards in Australia: where to next?","Berry, Stephen and Marker, Tony",2015,"[""Engineering Village""]",,
"CU2rCU: Towards the complete rCUDA remote GPU virtualization and sharing solution","Reano, C. and Pena, A.J. and Silla, F. and Duato, J. and Mayo, R. and Quintana-Orti, E.S.",2012,"[""IEEE"",""Engineering Village""]",,
"Debsources: Live and historical views on macro-level software evolution","Caneill, Matthieu and Zacchiroli, Stefano",2014,"[""ACM"",""Engineering Village""]",,
"A Distributed Classifier for MicroRNA Target Prediction with Validation Through TCGA Expression Data","Ghoshal, Asish and Zhang, Jinyi and Roth, Michael A. and Xia, Kevin Muyuan and Grama, Ananth Y. and Chaterji, Somali",2018,"[""IEEE"",""ACM"",""Engineering Village""]",,
"TouchTerrain: A simple web-tool for creating 3D-printable topographic models","Hasiuk, Franciszek J. and Harding, Chris and Renner, Alex Raymond and Winer, Eliot",2017,"[""Science Direct"",""Engineering Village""]",,
"Integrating security, analytics and application management into the mobile development lifecycle","Pistoia, Marco and Tripp, Omer",2014,"[""ACM"",""Engineering Village""]",,
"ACM International Conference Proceeding Series",,2018,"[""Engineering Village""]",,
"The impact of requirements on software quality across three product generations","Terzakis, John",2013,"[""IEEE"",""Engineering Village""]",,
"Language model rest costs and space-efficient storage","Heafield, Kenneth and Koehn, Philipp and Lavie, Alon",2012,"[""ACM"",""Engineering Village""]",,
"Upgrading your Android, elevating my malware: Privilege escalation through mobile OS updating","Xing, Luyi and Pan, Xiaorui and Wang, Rui and Yuan, Kan and Wang, Xiao Feng",2014,"[""IEEE"",""Engineering Village""]",,
"Application of Group Method of Data Handling model for software maintainability prediction using object oriented systems","Malhotra, Ruchika and Chug, Anuradha",2014,"[""Engineering Village""]",,
"How to Evaluate Software Architectures: Tutorial on Practical Insights on Architecture Evaluation Projects with Industrial Customers","Naab, Matthias and Rost, Dominik",2018,"[""Engineering Village""]",,
"Intelligent GPGPU classification in volume visualization: A framework based on error-correcting output codes","Escalera, S. and Puig, A. and Amoros, O. and Salamo, M.",2014,"[""Engineering Village""]",,
"ES-MPICH2: A message passing interface with enhanced security","Ruan, Xiaojun and Yang, Qing and Alghamdi, Mohammed I. and Yin, Shu and Qin, Xiao",2012,"[""IEEE"",""Engineering Village""]",,
"Improving scenario selection for simulations by run-time control-flow analysis","Berger, Christian",2013,"[""ACM"",""Engineering Village""]",,
"Relationship between features volatility and software architecture design stability in object-oriented software: Preliminary analysis","Handani, Felix and Rochimah, Siti",2015,"[""IEEE"",""Engineering Village""]",,
"Bayesian denoising hashing for robust image retrieval","Wang, Dong and Song, Ge and Tan, Xiaoyang",2019,"[""Science Direct"",""Engineering Village""]",,
"GREENTHUMB: Superoptimizer construction framework","Phothilimthana, Phitchaya Mangpo and Thakur, Aditya and Bodik, Rastislav and Dhurjati, Dinakar",2016,"[""Engineering Village""]",,
"Design considerations of synaptic device for neuromorphic computing","Yu, Shimeng and Kuzum, Duygu and Wong, H.-S. Philip",2014,"[""Engineering Village""]",,
"XB+-tree: A novel index for PCM/DRAM-Based hybrid memory","Li, Lu and Jin, Peiquan and Yang, Chengcheng and Wan, Shouhong and Yue, Lihua",2016,"[""Engineering Village""]",,
"Nonwovens with thermal storage properties based on paraffin-modified polypropylene fibres","Tomaszewski, Waclaw and Twarowska-Schmidt, Krystyna and Moraczewski, Andrzej and Kudra, Michal and Szadkowski, Marek and Palys, Beata",2012,"[""Engineering Village""]",,
"Scaling modified condition/decision coverage using distributed concolic testing for Java programs","Godboley, Sangharatna and Dutta, Arpita and Mohapatra, Durga Prasad and Mall, Rajib",2018,"[""Science Direct"",""Engineering Village""]",,
"Type-Safe Evolution of Web Services","Campinhos, Joao and Seco, Joao Costa and Cunha, Jacome",2017,"[""IEEE"",""ACM"",""Engineering Village""]",,
"An Optimal Page-Level Power Management Strategy in PCMDRAM Hybrid Memory","Zhang, Jinbao and Liao, Xiaofei and Jin, Hai and Liu, Dong and Lin, Li and Zhao, Kao",2017,"[""Engineering Village""]",,
"Climate model genealogy: Generation CMIP5 and how we got there","Knutti, Reto and Masson, David and Gettelman, Andrew",2013,"[""Engineering Village""]",,
"Statistical deobfuscation of Android applications","Bichsel, Benjamin and Raychev, Veselin and Tsankov, Petar and Vechev, Martin",2016,"[""ACM"",""Engineering Village""]",,
"Improved airfoil polar predictions with data-driven boundary-layer closure relations","De Oliveira, Gael and Pereira, Ricardo and Timmer, Nando and Van Rooij, Ruud",2018,"[""Engineering Village""]",,
"A Survey on Cross-Project Software Defect Prediction Methods","Chen, Xiang and Wang, Li-Ping and Gu, Qing and Wang, Zan and Ni, Chao and Liu, Wang-Shu and Wang, Qiu-Ping",2018,"[""Engineering Village""]",,
"Android apps and user feedback: A dataset for software evolution and quality improvement","Grano, Giovanni and Di Sorbo, Andrea and Mercaldo, Francesco and Visaggio, Corrado A. and Canfora, Gerardo and Panichella, Sebastiano",2017,"[""ACM"",""Engineering Village""]",,
"Predicting Defectiveness of Software Patches","Soltanifar, Behjat and Erdem, Atakan and Bener, Ayse",2016,"[""ACM"",""Engineering Village""]",,
"Refactoring with synthesis","Raychev, Veselin and Schafer, Max and Sridharan, Manu and Vechev, Martin",2013,"[""ACM"",""Engineering Village""]",,
"Refactoring with synthesis","Raychev, Veselin and Schafer, Max and Vechev, Martin and Sridharan, Manu",2013,"[""ACM"",""Engineering Village""]",,
"Generating reusable web components from mockups","Bajammal, Mohammad and Mazinanian, Davood and Mesbah, Ali",2018,"[""ACM"",""Engineering Village""]",,
"Transforming SQLITE to run on a bare PC","Okafor, Uzo and Karne, Ramesh K. and Wijesinha, Alexander L. and Rawal, Bharat S.",2012,"[""Engineering Village""]",,
"Fast feature extraction method for faults detection system","Wang, Hongmin and Zhu, Xiaohui and Niu, Xiangyong and Xue, Ping",2018,"[""Engineering Village""]",,
"BinComp: A stratified approach to compiler provenance Attribution","Rahimian, Ashkan and Shirani, Paria and Alrbaee, Saed and Wang, Lingyu and Debbabi, Mourad",2015,"[""Science Direct"",""Engineering Village""]",,
"Using qualitative data analysis to measure user experience in a serious game for premed students","Zielke, Marjorie A. and Zakhidov, Djakhangir and Jacob, Daniel and Lenox, Sean",2016,"[""Engineering Village""]",,
"Assessing technical debt in automated tests with codescene","Tornhill, Adam",2018,"[""IEEE"",""Engineering Village""]",,
"Neural acceleration for generalpurpose approximate programs","Esmaeilzadeh, Hadi and Sampson, Adrian and Ceze, Luis and Burger, Doug",2015,"[""Engineering Village""]",,
"Automatic optimization of stream programs via source program operator graph transformations","Dayarathna, Miyuru and Suzumura, Toyotaro",2013,"[""Engineering Village""]",,
"Numerical simulation of an U-channel component tailored tempering process considering the effect of stress on the shift of TTT curves","Tang, B.T. and Wang, Q.L. and Bruschi, S.",2014,"[""Engineering Village""]",,
"Proceedings - 46th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN-W 2016",,2016,"[""Engineering Village""]",,
"An investigation of the fault-proneness of clone evolutionary patterns","Barbour, Liliane and An, Le and Khomh, Foutse and Zou, Ying and Wang, Shaohua",2018,"[""Engineering Village""]",,
"Robust visual tracking via sparse representation under subclass discriminant constraint","Qian, Cheng and Xu, Zezhong",2016,"[""IEEE"",""Engineering Village""]",,
"Seismic Evaluation of a Multitower Connected Building by Using Three Software Programs with Experimental Verification","Zhou, Deyuan and Guo, Changtuan and Wu, Xiaohan and Zhang, Bo",2016,"[""Engineering Village""]",,
"Modeling the injection of carbon dioxide and nitrogen into a methane hydrate reservoir and the subsequent production of methane gas on the North slope of Alaska","Garapati, Nagasree and McGuire, Patrick and Anderson, Brian J.",2013,"[""Engineering Village""]",,
"Periodic developer metrics in software defect prediction","Ozcan Kini, Seldag and Tosun, Ayse",2018,"[""Engineering Village""]",,
"Fault prediction model for software using soft computing techniques","Nisa, Ishrat Un and Ahsan, Syed Nadeem",2015,"[""IEEE"",""Engineering Village""]",,
"Enhance embedded system E-leaming experience with sensors","Malchow, Martin and Renz, Jan and Bauer, Matthias and Meinel, Christoph",2016,"[""IEEE"",""Engineering Village""]",,
"An empirical study of faults in late propagation clone genealogies","Barbour, Liliane and Khomh, Foutse and Zou, Ying",2013,"[""Engineering Village""]",,
"Suspiciously structured entropy: Wavelet decomposition of software entropy reveals symptoms of malware in the energy spectrum","Wojnowicz, Michael and Chisholm, Glenn and Wolff, Matt",2016,"[""Engineering Village""]",,
"Discovering bug patterns in Javascript","Hanam, Quinn and Brito, Fernando S. De M. and Mesbah, Ali",2016,"[""ACM"",""Engineering Village""]",,
"Deploying an enterprise-class Software Lifecycle Management solution for Test Program Sets","Davis, Timothy W. and Kane, Gary S.",2015,"[""IEEE"",""Engineering Village""]",,
"SWAT: A programmable, in-memory, distributed, high-performance computing platform","Grossman, Max and Sarkar, Vivek",2016,"[""ACM"",""Engineering Village""]",,
"Incremental dynamic analysis of sdof by using nonlinear earthquake accelerograms based on modified inverse Fourier transform","Faroughi, Alireza and Hosseini, Mahmood",2017,"[""Engineering Village""]",,
"An empirical study on the fault-proneness of clone migration in clone genealogies","Xie, Shuai and Khomh, Foutse and Zou, Ying and Keivanloo, Iman",2014,"[""IEEE"",""Engineering Village""]",,
"Design and analysis of online micro-course of Garden Architecture design based on CPC model","Liu, Lili",2017,"[""Engineering Village""]",,
"ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events","Racah, Evan and Beckham, Christopher and Maharaj, Tegan and Kahou, Samira Ebrahimi and Prabhat and Pal, Christopher",2017,"[""Engineering Village""]",,
"2013 International Conference on Sensors, Mechatronics and Automation, ICSMA 2013",,2014,"[""Engineering Village""]",,
"Performance-reliability tradeoff analysis for multithreaded applications","Oz, Isil and Topcuoglu, Haluk Rahmi and Kandemir, Mahmut and Tosun, Oguz",2012,"[""IEEE"",""ACM"",""Engineering Village""]",,
"Do Planning and Design Policies and Procedures Matter In Microclimate Management and Urban Heat Mitigation?","Heris, Mehdi Pourpeikari",2018,"[""Engineering Village""]",,
"Interpretation of non-isothermal testing data based on the numerical simulation","Valiullin, Rim and Ramazanov, Ayrat and Khabirov, Timur and Sadretdinov, Alexander and Kotlyar, Lev and Sidorova, Mariya and Fedorov, Vyacheslav and Salimgareeva, Elmira",2015,"[""Engineering Village""]",,
